Year,State,County ID,County Name (State),All Ages SAIPE Poverty Universe,All Ages in Poverty Count,All Ages in Poverty Count LB 90%,All Ages in Poverty Count UB 90%,90% Confidence Interval (All Ages in Poverty Count),All Ages in Poverty Percent,All Ages in Poverty Percent LB 90%,All Ages in Poverty Percent UB 90%,90% Confidence Interval (All Ages in Poverty Percent),Under Age 18 SAIPE Poverty Universe,Under Age 18 in Poverty Count,Under Age 18 in Poverty Count LB 90%,Under Age 18 in Poverty Count UB 90%,90% Confidence Interval (Under Age 18 in Poverty Count),Under Age 18 in Poverty Percent,Under Age 18 in Poverty Percent LB 90%,Under Age 18 in Poverty Percent UB 90%,90% Confidence Interval (Under Age 18 in Poverty Percent),Ages 5 to 17 in Families SAIPE Poverty Universe,Ages 5 to 17 in Families in Poverty Count,Ages 5 to 17 in Families in Poverty Count LB 90%,Ages 5 to 17 in Families in Poverty Count UB 90%,90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count),Ages 5 to 17 in Families in Poverty Percent,Ages 5 to 17 in Families in Poverty Percent LB 90%,Ages 5 to 17 in Families in Poverty Percent UB 90%,90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent),Under Age 5 SAIPE Poverty Universe,Under Age 5 in Poverty Count,Under Age 5 in Poverty Count LB 90%,Under Age 5 in Poverty Count UB 90%,90% Confidence Interval (Under Age 5 in Poverty Count),Under Age 5 in Poverty Percent,Under Age 5 in Poverty Percent LB 90%,Under Age 5 in Poverty Percent UB 90%,90% Confidence Interval (Under Age 5 in Poverty Percent),Median Household Income in Dollars,Median Household Income in Dollars LB 90%,Median Household Income in Dollars UB 90%,90% Confidence Interval (Median Household Income in Dollars)
2014,27,27155,Traverse County (MN),"3,281",400,308,492,308 to 492,12.2,9.4,15,9.4 to 15.0,689,134,101,167,101 to 167,19.4,14.6,24.2,14.6 to 24.2,531,94,70,118,70 to 118,17.7,13.2,22.2,13.2 to 22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,536 ","$46,053 ","$53,019 ","$46,053 to $53,019"
2014,27,27157,Wabasha County (MN),"21,123","1,549","1,195","1,903","1,195 to 1,903",7.3,5.6,9,5.6 to 9.0,"4,698",494,374,614,374 to 614,10.5,8,13,8.0 to 13.0,"3,434",338,253,423,253 to 423,9.8,7.3,12.3,7.3 to 12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$58,752 ","$55,176 ","$62,328 ","$55,176 to $62,328"
2014,27,27159,Wadena County (MN),"13,326","2,107","1,719","2,495","1,719 to 2,495",15.8,12.9,18.7,12.9 to 18.7,"3,244",727,576,878,576 to 878,22.4,17.7,27.1,17.7 to 27.1,"2,388",495,387,603,387 to 603,20.7,16.2,25.2,16.2 to 25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$41,909 ","$38,667 ","$45,151 ","$38,667 to $45,151"
2014,27,27161,Waseca County (MN),"17,718","1,793","1,434","2,152","1,434 to 2,152",10.1,8.1,12.1,8.1 to 12.1,"4,343",590,453,727,453 to 727,13.6,10.5,16.7,10.5 to 16.7,"3,199",406,308,504,308 to 504,12.7,9.6,15.8,9.6 to 15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,183 ","$49,539 ","$58,827 ","$49,539 to $58,827"
2014,27,27163,Washington County (MN),"245,658","14,735","12,675","16,795","12,675 to 16,795",6,5.2,6.8,5.2 to 6.8,"62,124","4,195","3,353","5,037","3,353 to 5,037",6.8,5.4,8.2,5.4 to 8.2,"46,857","2,796","2,196","3,396","2,196 to 3,396",6,4.7,7.3,4.7 to 7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$84,113 ","$80,265 ","$87,961 ","$80,265 to $87,961"
2014,27,27165,Watonwan County (MN),"10,914","1,135",872,"1,398","872 to 1,398",10.4,8,12.8,8.0 to 12.8,"2,694",443,332,554,332 to 554,16.4,12.3,20.5,12.3 to 20.5,"1,938",309,229,389,229 to 389,15.9,11.8,20,11.8 to 20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,658 ","$44,632 ","$52,684 ","$44,632 to $52,684"
2014,27,27167,Wilkin County (MN),"6,326",653,517,789,517 to 789,10.3,8.1,12.5,8.1 to 12.5,"1,454",184,138,230,138 to 230,12.7,9.5,15.9,9.5 to 15.9,"1,074",125,92,158,92 to 158,11.6,8.5,14.7,8.5 to 14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,536 ","$49,054 ","$60,018 ","$49,054 to $60,018"
2014,27,27169,Winona County (MN),"46,892","7,400","6,467","8,333","6,467 to 8,333",15.8,13.8,17.8,13.8 to 17.8,"9,142","1,325","1,043","1,607","1,043 to 1,607",14.5,11.4,17.6,11.4 to 17.6,"6,903",900,701,"1,099","701 to 1,099",13,10.1,15.9,10.1 to 15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,365 ","$46,124 ","$52,606 ","$46,124 to $52,606"
2014,27,27171,Wright County (MN),"128,689","7,700","6,351","9,049","6,351 to 9,049",6,5,7,5.0 to 7.0,"36,787","2,453","1,866","3,040","1,866 to 3,040",6.7,5.1,8.3,5.1 to 8.3,"27,177","1,593","1,175","2,011","1,175 to 2,011",5.9,4.4,7.4,4.4 to 7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$76,489 ","$72,483 ","$80,495 ","$72,483 to $80,495"
2014,27,27173,Yellow Medicine County (MN),"9,882","1,105",912,"1,298","912 to 1,298",11.2,9.3,13.1,9.3 to 13.1,"2,325",337,259,415,259 to 415,14.5,11.1,17.9,11.1 to 17.9,"1,665",230,174,286,174 to 286,13.8,10.4,17.2,10.4 to 17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,028 ","$47,867 ","$54,189 ","$47,867 to $54,189"
2015,27,27001,Aitkin County (MN),"15,452","2,191","1,822","2,560","1,822 to 2,560",14.2,11.8,16.6,11.8 to 16.6,"2,670",598,466,730,466 to 730,22.4,17.5,27.3,17.5 to 27.3,"2,046",417,315,519,315 to 519,20.4,15.4,25.4,15.4 to 25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$43,817 ","$40,629 ","$47,005 ","$40,629 to $47,005"
2015,27,27003,Anoka County (MN),"340,619","24,058","21,033","27,083","21,033 to 27,083",7.1,6.2,8,6.2 to 8.0,"82,070","7,541","6,225","8,857","6,225 to 8,857",9.2,7.6,10.8,7.6 to 10.8,"60,617","5,007","4,004","6,010","4,004 to 6,010",8.3,6.6,10,6.6 to 10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$73,276 ","$70,493 ","$76,059 ","$70,493 to $76,059"
2015,27,27005,Becker County (MN),"32,857","3,728","3,124","4,332","3,124 to 4,332",11.3,9.5,13.1,9.5 to 13.1,"8,075","1,335","1,065","1,605","1,065 to 1,605",16.5,13.2,19.8,13.2 to 19.8,"5,955",880,665,"1,095","665 to 1,095",14.8,11.2,18.4,11.2 to 18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,304 ","$50,758 ","$57,850 ","$50,758 to $57,850"
2015,27,27007,Beltrami County (MN),"43,637","7,081","5,722","8,440","5,722 to 8,440",16.2,13.1,19.3,13.1 to 19.3,"11,150","2,619","2,059","3,179","2,059 to 3,179",23.5,18.5,28.5,18.5 to 28.5,"7,710","1,697","1,279","2,115","1,279 to 2,115",22,16.6,27.4,16.6 to 27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,031 ","$42,985 ","$49,077 ","$42,985 to $49,077"
2015,27,27009,Benton County (MN),"39,028","4,431","3,778","5,084","3,778 to 5,084",11.4,9.7,13.1,9.7 to 13.1,"9,531","1,286","1,046","1,526","1,046 to 1,526",13.5,11,16,11.0 to 16.0,"6,884",787,604,970,604 to 970,11.4,8.7,14.1,8.7 to 14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,513 ","$48,687 ","$56,339 ","$48,687 to $56,339"
2015,27,27011,Big Stone County (MN),"4,903",566,440,692,440 to 692,11.5,8.9,14.1,8.9 to 14.1,"1,005",160,124,196,124 to 196,15.9,12.3,19.5,12.3 to 19.5,713,108,81,135,81 to 135,15.1,11.3,18.9,11.3 to 18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,583 ","$43,020 ","$52,146 ","$43,020 to $52,146"
2015,27,27013,Blue Earth County (MN),"62,250","10,725","9,690","11,760","9,690 to 11,760",17.2,15.5,18.9,15.5 to 18.9,"12,802","1,794","1,415","2,173","1,415 to 2,173",14,11,17,11.0 to 17.0,"9,176","1,125",837,"1,413","837 to 1,413",12.3,9.2,15.4,9.2 to 15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,664 ","$46,420 ","$52,908 ","$46,420 to $52,908"
2015,27,27015,Brown County (MN),"24,249","2,003","1,597","2,409","1,597 to 2,409",8.3,6.6,10,6.6 to 10.0,"5,400",571,446,696,446 to 696,10.6,8.3,12.9,8.3 to 12.9,"3,995",373,278,468,278 to 468,9.3,6.9,11.7,6.9 to 11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$56,330 ","$52,691 ","$59,969 ","$52,691 to $59,969"
2015,27,27017,Carlton County (MN),"33,879","3,658","3,015","4,301","3,015 to 4,301",10.8,8.9,12.7,8.9 to 12.7,"7,874",958,768,"1,148","768 to 1,148",12.2,9.8,14.6,9.8 to 14.6,"5,878",647,504,790,504 to 790,11,8.6,13.4,8.6 to 13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,945 ","$51,085 ","$58,805 ","$51,085 to $58,805"
2015,27,27019,Carver County (MN),"97,804","4,407","3,534","5,280","3,534 to 5,280",4.5,3.6,5.4,3.6 to 5.4,"27,048","1,263",988,"1,538","988 to 1,538",4.7,3.7,5.7,3.7 to 5.7,"20,716",806,612,"1,000","612 to 1,000",3.9,3,4.8,3.0 to 4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$93,857 ","$88,926 ","$98,788 ","$88,926 to $98,788"
2015,27,27021,Cass County (MN),"28,405","4,259","3,583","4,935","3,583 to 4,935",15,12.6,17.4,12.6 to 17.4,"5,951","1,550","1,264","1,836","1,264 to 1,836",26,21.2,30.8,21.2 to 30.8,"4,334","1,074",861,"1,287","861 to 1,287",24.8,19.9,29.7,19.9 to 29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,645 ","$45,242 ","$50,048 ","$45,242 to $50,048"
2015,27,27023,Chippewa County (MN),"11,914","1,319","1,066","1,572","1,066 to 1,572",11.1,9,13.2,9.0 to 13.2,"2,769",425,335,515,335 to 515,15.3,12.1,18.5,12.1 to 18.5,"2,038",277,208,346,208 to 346,13.6,10.2,17,10.2 to 17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,896 ","$46,030 ","$55,762 ","$46,030 to $55,762"
2015,27,27025,Chisago County (MN),"52,858","3,348","2,670","4,026","2,670 to 4,026",6.3,5,7.6,5.0 to 7.6,"12,388",974,755,"1,193","755 to 1,193",7.9,6.1,9.7,6.1 to 9.7,"9,553",639,481,797,481 to 797,6.7,5,8.4,5.0 to 8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$70,036 ","$66,078 ","$73,994 ","$66,078 to $73,994"
2015,27,27027,Clay County (MN),"58,780","7,140","5,968","8,312","5,968 to 8,312",12.1,10.1,14.1,10.1 to 14.1,"14,426","1,798","1,403","2,193","1,403 to 2,193",12.5,9.8,15.2,9.8 to 15.2,"10,250","1,183",893,"1,473","893 to 1,473",11.5,8.7,14.3,8.7 to 14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$60,417 ","$56,951 ","$63,883 ","$56,951 to $63,883"
2015,27,27029,Clearwater County (MN),"8,677","1,267","1,007","1,527","1,007 to 1,527",14.6,11.6,17.6,11.6 to 17.6,"2,163",503,393,613,393 to 613,23.3,18.2,28.4,18.2 to 28.4,"1,602",340,258,422,258 to 422,21.2,16.1,26.3,16.1 to 26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$42,689 ","$40,391 ","$44,987 ","$40,391 to $44,987"
2015,27,27031,Cook County (MN),"5,141",571,466,676,466 to 676,11.1,9.1,13.1,9.1 to 13.1,783,139,114,164,114 to 164,17.8,14.6,21,14.6 to 21.0,579,93,75,111,75 to 111,16.1,13,19.2,13.0 to 19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,350 ","$45,677 ","$55,023 ","$45,677 to $55,023"
2015,27,27033,Cottonwood County (MN),"11,343","1,554","1,303","1,805","1,303 to 1,805",13.7,11.5,15.9,11.5 to 15.9,"2,724",521,423,619,423 to 619,19.1,15.5,22.7,15.5 to 22.7,"1,947",337,264,410,264 to 410,17.3,13.6,21,13.6 to 21.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,448 ","$45,184 ","$53,712 ","$45,184 to $53,712"
2015,27,27035,Crow Wing County (MN),"62,688","6,500","5,278","7,722","5,278 to 7,722",10.4,8.5,12.3,8.5 to 12.3,"13,672","2,039","1,592","2,486","1,592 to 2,486",14.9,11.6,18.2,11.6 to 18.2,"10,015","1,312",981,"1,643","981 to 1,643",13.1,9.8,16.4,9.8 to 16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,755 ","$47,448 ","$54,062 ","$47,448 to $54,062"
2015,27,27037,Dakota County (MN),"411,816","29,191","26,097","32,285","26,097 to 32,285",7.1,6.3,7.9,6.3 to 7.9,"101,732","9,227","7,912","10,542","7,912 to 10,542",9.1,7.8,10.4,7.8 to 10.4,"74,833","6,023","5,055","6,991","5,055 to 6,991",8,6.7,9.3,6.7 to 9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$77,576 ","$74,443 ","$80,709 ","$74,443 to $80,709"
2015,27,27039,Dodge County (MN),"20,190","1,388","1,096","1,680","1,096 to 1,680",6.9,5.5,8.3,5.5 to 8.3,"5,418",467,363,571,363 to 571,8.6,6.7,10.5,6.7 to 10.5,"4,121",310,234,386,234 to 386,7.5,5.7,9.3,5.7 to 9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$65,494 ","$59,804 ","$71,184 ","$59,804 to $71,184"
2015,27,27041,Douglas County (MN),"36,597","3,206","2,576","3,836","2,576 to 3,836",8.8,7.1,10.5,7.1 to 10.5,"7,773",886,692,"1,080","692 to 1,080",11.4,8.9,13.9,8.9 to 13.9,"5,738",577,435,719,435 to 719,10.1,7.6,12.6,7.6 to 12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$56,819 ","$52,422 ","$61,216 ","$52,422 to $61,216"
2015,27,27043,Faribault County (MN),"13,679","1,542","1,236","1,848","1,236 to 1,848",11.3,9.1,13.5,9.1 to 13.5,"2,945",533,419,647,419 to 647,18.1,14.2,22,14.2 to 22.0,"2,167",357,268,446,268 to 446,16.5,12.4,20.6,12.4 to 20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,169 ","$48,609 ","$55,729 ","$48,609 to $55,729"
2015,27,27045,Fillmore County (MN),"20,447","2,212","1,786","2,638","1,786 to 2,638",10.8,8.7,12.9,8.7 to 12.9,"4,950",847,670,"1,024","670 to 1,024",17.1,13.5,20.7,13.5 to 20.7,"3,599",556,425,687,425 to 687,15.4,11.8,19,11.8 to 19.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,170 ","$48,808 ","$55,532 ","$48,808 to $55,532"
2015,27,27047,Freeborn County (MN),"30,001","4,033","3,423","4,643","3,423 to 4,643",13.4,11.4,15.4,11.4 to 15.4,"6,517","1,287","1,072","1,502","1,072 to 1,502",19.7,16.4,23,16.4 to 23.0,"4,783",827,660,994,660 to 994,17.3,13.8,20.8,13.8 to 20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,418 ","$45,087 ","$49,749 ","$45,087 to $49,749"
2015,27,27049,Goodhue County (MN),"45,543","4,042","3,393","4,691","3,393 to 4,691",8.9,7.5,10.3,7.5 to 10.3,"10,203","1,104",891,"1,317","891 to 1,317",10.8,8.7,12.9,8.7 to 12.9,"7,608",735,573,897,573 to 897,9.7,7.6,11.8,7.6 to 11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$60,285 ","$56,460 ","$64,110 ","$56,460 to $64,110"
2015,27,27051,Grant County (MN),"5,803",615,496,734,496 to 734,10.6,8.5,12.7,8.5 to 12.7,"1,274",192,150,234,150 to 234,15.1,11.8,18.4,11.8 to 18.4,907,129,97,161,97 to 161,14.2,10.7,17.7,10.7 to 17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,570 ","$45,963 ","$55,177 ","$45,963 to $55,177"
2015,27,27053,Hennepin County (MN),"1,201,524","130,801","122,783","138,819","122,783 to 138,819",10.9,10.2,11.6,10.2 to 11.6,"267,293","37,142","33,067","41,217","33,067 to 41,217",13.9,12.4,15.4,12.4 to 15.4,"186,455","25,272","22,231","28,313","22,231 to 28,313",13.6,12,15.2,12.0 to 15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$68,902 ","$67,520 ","$70,284 ","$67,520 to $70,284"
2015,27,27055,Houston County (MN),"18,525","1,528","1,206","1,850","1,206 to 1,850",8.2,6.5,9.9,6.5 to 9.9,"3,998",408,322,494,322 to 494,10.2,8,12.4,8.0 to 12.4,"3,009",279,215,343,215 to 343,9.3,7.2,11.4,7.2 to 11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$56,276 ","$52,091 ","$60,461 ","$52,091 to $60,461"
2015,27,27057,Hubbard County (MN),"20,455","2,174","1,714","2,634","1,714 to 2,634",10.6,8.4,12.8,8.4 to 12.8,"4,290",784,608,960,608 to 960,18.3,14.2,22.4,14.2 to 22.4,"3,078",538,403,673,403 to 673,17.5,13.1,21.9,13.1 to 21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,841 ","$50,461 ","$55,221 ","$50,461 to $55,221"
2015,27,27059,Isanti County (MN),"37,923","2,922","2,348","3,496","2,348 to 3,496",7.7,6.2,9.2,6.2 to 9.2,"9,041",912,704,"1,120","704 to 1,120",10.1,7.8,12.4,7.8 to 12.4,"6,766",601,443,759,443 to 759,8.9,6.6,11.2,6.6 to 11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$63,134 ","$58,301 ","$67,967 ","$58,301 to $67,967"
2015,27,27061,Itasca County (MN),"44,450","5,656","4,775","6,537","4,775 to 6,537",12.7,10.7,14.7,10.7 to 14.7,"9,278","1,640","1,311","1,969","1,311 to 1,969",17.7,14.2,21.2,14.2 to 21.2,"6,835","1,121",876,"1,366","876 to 1,366",16.4,12.8,20,12.8 to 20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,064 ","$48,722 ","$55,406 ","$48,722 to $55,406"
2015,27,27063,Jackson County (MN),"9,945",918,731,"1,105","731 to 1,105",9.2,7.3,11.1,7.3 to 11.1,"2,200",286,226,346,226 to 346,13,10.3,15.7,10.3 to 15.7,"1,597",187,142,232,142 to 232,11.7,8.9,14.5,8.9 to 14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,001 ","$49,331 ","$58,671 ","$49,331 to $58,671"
2015,27,27065,Kanabec County (MN),"15,631","1,828","1,477","2,179","1,477 to 2,179",11.7,9.5,13.9,9.5 to 13.9,"3,359",612,472,752,472 to 752,18.2,14,22.4,14.0 to 22.4,"2,552",436,326,546,326 to 546,17.1,12.8,21.4,12.8 to 21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,907 ","$45,441 ","$52,373 ","$45,441 to $52,373"
2015,27,27067,Kandiyohi County (MN),"41,758","4,568","3,694","5,442","3,694 to 5,442",10.9,8.8,13,8.8 to 13.0,"9,951","1,673","1,321","2,025","1,321 to 2,025",16.8,13.3,20.3,13.3 to 20.3,"7,096","1,135",869,"1,401","869 to 1,401",16,12.2,19.8,12.2 to 19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,597 ","$50,119 ","$55,075 ","$50,119 to $55,075"
2015,27,27069,Kittson County (MN),"4,314",440,345,535,345 to 535,10.2,8,12.4,8.0 to 12.4,965,136,107,165,107 to 165,14.1,11.1,17.1,11.1 to 17.1,708,91,69,113,69 to 113,12.9,9.8,16,9.8 to 16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$55,545 ","$53,580 ","$57,510 ","$53,580 to $57,510"
2015,27,27071,Koochiching County (MN),"12,586","1,794","1,462","2,126","1,462 to 2,126",14.3,11.7,16.9,11.7 to 16.9,"2,418",532,417,647,417 to 647,22,17.2,26.8,17.2 to 26.8,"1,872",366,277,455,277 to 455,19.6,14.9,24.3,14.9 to 24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,807 ","$42,727 ","$50,887 ","$42,727 to $50,887"
2015,27,27073,Lac qui Parle County (MN),"6,697",560,427,693,427 to 693,8.4,6.4,10.4,6.4 to 10.4,"1,353",182,141,223,141 to 223,13.5,10.4,16.6,10.4 to 16.6,"1,002",126,94,158,94 to 158,12.6,9.4,15.8,9.4 to 15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,764 ","$47,860 ","$53,668 ","$47,860 to $53,668"
2015,27,27075,Lake County (MN),"10,443","1,024",809,"1,239","809 to 1,239",9.8,7.7,11.9,7.7 to 11.9,"1,946",284,222,346,222 to 346,14.6,11.4,17.8,11.4 to 17.8,"1,412",184,139,229,139 to 229,13,9.8,16.2,9.8 to 16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$53,093 ","$48,541 ","$57,645 ","$48,541 to $57,645"
2015,27,27077,Lake of the Woods County (MN),"3,859",451,355,547,355 to 547,11.7,9.2,14.2,9.2 to 14.2,718,116,91,141,91 to 141,16.2,12.7,19.7,12.7 to 19.7,528,79,60,98,60 to 98,15,11.3,18.7,11.3 to 18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,128 ","$41,581 ","$50,675 ","$41,581 to $50,675"
2015,27,27079,Le Sueur County (MN),"27,378","2,336","1,862","2,810","1,862 to 2,810",8.5,6.8,10.2,6.8 to 10.2,"6,649",726,577,875,577 to 875,10.9,8.7,13.1,8.7 to 13.1,"5,083",478,366,590,366 to 590,9.4,7.2,11.6,7.2 to 11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$62,672 ","$57,998 ","$67,346 ","$57,998 to $67,346"
2015,27,27081,Lincoln County (MN),"5,647",525,405,645,405 to 645,9.3,7.2,11.4,7.2 to 11.4,"1,303",171,132,210,132 to 210,13.1,10.1,16.1,10.1 to 16.1,949,114,85,143,85 to 143,12,8.9,15.1,8.9 to 15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,164 ","$48,510 ","$55,818 ","$48,510 to $55,818"
2015,27,27083,Lyon County (MN),"24,721","3,009","2,538","3,480","2,538 to 3,480",12.2,10.3,14.1,10.3 to 14.1,"6,355","1,064",901,"1,227","901 to 1,227",16.7,14.1,19.3,14.1 to 19.3,"4,493",677,544,810,544 to 810,15.1,12.1,18.1,12.1 to 18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$55,051 ","$50,903 ","$59,199 ","$50,903 to $59,199"
2015,27,27085,McLeod County (MN),"35,508","3,059","2,540","3,578","2,540 to 3,578",8.6,7.1,10.1,7.1 to 10.1,"8,356",916,740,"1,092","740 to 1,092",11,8.9,13.1,8.9 to 13.1,"6,120",610,478,742,478 to 742,10,7.8,12.2,7.8 to 12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$60,549 ","$55,831 ","$65,267 ","$55,831 to $65,267"
2015,27,27087,Mahnomen County (MN),"5,365","1,153",991,"1,315","991 to 1,315",21.5,18.5,24.5,18.5 to 24.5,"1,616",555,454,656,454 to 656,34.3,28,40.6,28.0 to 40.6,"1,057",368,291,445,291 to 445,34.8,27.5,42.1,27.5 to 42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$40,849 ","$37,122 ","$44,576 ","$37,122 to $44,576"
2015,27,27089,Marshall County (MN),"9,332",777,599,955,599 to 955,8.3,6.4,10.2,6.4 to 10.2,"2,146",250,194,306,194 to 306,11.6,9,14.2,9.0 to 14.2,"1,557",165,124,206,124 to 206,10.6,8,13.2,8.0 to 13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$55,889 ","$51,666 ","$60,112 ","$51,666 to $60,112"
2015,27,27091,Martin County (MN),"19,719","2,687","2,215","3,159","2,215 to 3,159",13.6,11.2,16,11.2 to 16.0,"4,238",826,661,991,661 to 991,19.5,15.6,23.4,15.6 to 23.4,"3,134",562,436,688,436 to 688,17.9,13.9,21.9,13.9 to 21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,478 ","$44,599 ","$52,357 ","$44,599 to $52,357"
2015,27,27093,Meeker County (MN),"22,738","1,788","1,398","2,178","1,398 to 2,178",7.9,6.2,9.6,6.2 to 9.6,"5,624",592,458,726,458 to 726,10.5,8.1,12.9,8.1 to 12.9,"4,174",388,289,487,289 to 487,9.3,6.9,11.7,6.9 to 11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$58,607 ","$54,735 ","$62,479 ","$54,735 to $62,479"
2015,27,27095,Mille Lacs County (MN),"25,170","3,125","2,586","3,664","2,586 to 3,664",12.4,10.3,14.5,10.3 to 14.5,"5,910","1,092",877,"1,307","877 to 1,307",18.5,14.9,22.1,14.9 to 22.1,"4,360",726,564,888,564 to 888,16.7,13,20.4,13.0 to 20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,633 ","$47,971 ","$53,295 ","$47,971 to $53,295"
2015,27,27097,Morrison County (MN),"32,375","3,521","2,853","4,189","2,853 to 4,189",10.9,8.8,13,8.8 to 13.0,"7,598","1,139",908,"1,370","908 to 1,370",15,12,18,12.0 to 18.0,"5,615",722,553,891,553 to 891,12.9,9.9,15.9,9.9 to 15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,245 ","$51,423 ","$57,067 ","$51,423 to $57,067"
2015,27,27099,Mower County (MN),"38,581","4,185","3,342","5,028","3,342 to 5,028",10.8,8.6,13,8.6 to 13.0,"9,401","1,517","1,191","1,843","1,191 to 1,843",16.1,12.6,19.6,12.6 to 19.6,"6,754",970,723,"1,217","723 to 1,217",14.4,10.7,18.1,10.7 to 18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,878 ","$46,615 ","$55,141 ","$46,615 to $55,141"
2015,27,27101,Murray County (MN),"8,270",747,584,910,584 to 910,9,7,11,7.0 to 11.0,"1,747",221,171,271,171 to 271,12.7,9.9,15.5,9.9 to 15.5,"1,292",147,110,184,110 to 184,11.4,8.5,14.3,8.5 to 14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,378 ","$46,074 ","$54,682 ","$46,074 to $54,682"
2015,27,27103,Nicollet County (MN),"30,981","3,302","2,740","3,864","2,740 to 3,864",10.7,8.9,12.5,8.9 to 12.5,"7,130",828,662,994,662 to 994,11.6,9.3,13.9,9.3 to 13.9,"5,198",521,395,647,395 to 647,10,7.6,12.4,7.6 to 12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$58,839 ","$54,865 ","$62,813 ","$54,865 to $62,813"
2015,27,27105,Nobles County (MN),"21,402","2,769","2,295","3,243","2,295 to 3,243",12.9,10.7,15.1,10.7 to 15.1,"5,721",986,791,"1,181","791 to 1,181",17.2,13.8,20.6,13.8 to 20.6,"3,920",658,508,808,508 to 808,16.8,13,20.6,13.0 to 20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,100 ","$45,729 ","$54,471 ","$45,729 to $54,471"
