Year,State,County ID,County Name (State),All Ages SAIPE Poverty Universe,All Ages in Poverty Count,All Ages in Poverty Count LB 90%,All Ages in Poverty Count UB 90%,90% Confidence Interval (All Ages in Poverty Count),All Ages in Poverty Percent,All Ages in Poverty Percent LB 90%,All Ages in Poverty Percent UB 90%,90% Confidence Interval (All Ages in Poverty Percent),Under Age 18 SAIPE Poverty Universe,Under Age 18 in Poverty Count,Under Age 18 in Poverty Count LB 90%,Under Age 18 in Poverty Count UB 90%,90% Confidence Interval (Under Age 18 in Poverty Count),Under Age 18 in Poverty Percent,Under Age 18 in Poverty Percent LB 90%,Under Age 18 in Poverty Percent UB 90%,90% Confidence Interval (Under Age 18 in Poverty Percent),Ages 5 to 17 in Families SAIPE Poverty Universe,Ages 5 to 17 in Families in Poverty Count,Ages 5 to 17 in Families in Poverty Count LB 90%,Ages 5 to 17 in Families in Poverty Count UB 90%,90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count),Ages 5 to 17 in Families in Poverty Percent,Ages 5 to 17 in Families in Poverty Percent LB 90%,Ages 5 to 17 in Families in Poverty Percent UB 90%,90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent),Under Age 5 SAIPE Poverty Universe,Under Age 5 in Poverty Count,Under Age 5 in Poverty Count LB 90%,Under Age 5 in Poverty Count UB 90%,90% Confidence Interval (Under Age 5 in Poverty Count),Under Age 5 in Poverty Percent,Under Age 5 in Poverty Percent LB 90%,Under Age 5 in Poverty Percent UB 90%,90% Confidence Interval (Under Age 5 in Poverty Percent),Median Household Income in Dollars,Median Household Income in Dollars LB 90%,Median Household Income in Dollars UB 90%,90% Confidence Interval (Median Household Income in Dollars)
2016,27,27059,Isanti County (MN),"38,504","2,955","2,358","3,552","2,358 to 3,552",7.7,6.2,9.2,6.2 to 9.2,"9,082",964,741,"1,187","741 to 1,187",10.6,8.1,13.1,8.1 to 13.1,"6,799",658,496,820,496 to 820,9.7,7.3,12.1,7.3 to 12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$68,303 ","$62,942 ","$73,664 ","$62,942 to $73,664"
2016,27,27061,Itasca County (MN),"44,246","5,898","5,061","6,735","5,061 to 6,735",13.3,11.4,15.2,11.4 to 15.2,"9,181","1,723","1,403","2,043","1,403 to 2,043",18.8,15.3,22.3,15.3 to 22.3,"6,760","1,134",901,"1,367","901 to 1,367",16.8,13.4,20.2,13.4 to 20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,644 ","$48,138 ","$55,150 ","$48,138 to $55,150"
2016,27,27063,Jackson County (MN),"9,808",858,666,"1,050","666 to 1,050",8.7,6.7,10.7,6.7 to 10.7,"2,146",259,197,321,197 to 321,12.1,9.2,15,9.2 to 15.0,"1,588",179,133,225,133 to 225,11.3,8.4,14.2,8.4 to 14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$58,849 ","$53,951 ","$63,747 ","$53,951 to $63,747"
2016,27,27065,Kanabec County (MN),"15,620","2,064","1,741","2,387","1,741 to 2,387",13.2,11.1,15.3,11.1 to 15.3,"3,298",659,525,793,525 to 793,20,15.9,24.1,15.9 to 24.1,"2,502",438,340,536,340 to 536,17.5,13.6,21.4,13.6 to 21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,347 ","$47,625 ","$55,069 ","$47,625 to $55,069"
2016,27,27067,Kandiyohi County (MN),"41,711","4,815","3,973","5,657","3,973 to 5,657",11.5,9.5,13.5,9.5 to 13.5,"9,941","1,661","1,306","2,016","1,306 to 2,016",16.7,13.1,20.3,13.1 to 20.3,"7,072","1,061",799,"1,323","799 to 1,323",15,11.3,18.7,11.3 to 18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$53,034 ","$49,757 ","$56,311 ","$49,757 to $56,311"
2016,27,27069,Kittson County (MN),"4,222",466,375,557,375 to 557,11,8.8,13.2,8.8 to 13.2,921,136,103,169,103 to 169,14.8,11.3,18.3,11.3 to 18.3,678,92,68,116,68 to 116,13.6,10.1,17.1,10.1 to 17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,012 ","$45,268 ","$54,756 ","$45,268 to $54,756"
2016,27,27071,Koochiching County (MN),"12,371","1,773","1,413","2,133","1,413 to 2,133",14.3,11.4,17.2,11.4 to 17.2,"2,294",518,397,639,397 to 639,22.6,17.3,27.9,17.3 to 27.9,"1,757",360,271,449,271 to 449,20.5,15.4,25.6,15.4 to 25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,393 ","$44,754 ","$54,032 ","$44,754 to $54,032"
2016,27,27073,Lac qui Parle County (MN),"6,555",635,509,761,509 to 761,9.7,7.8,11.6,7.8 to 11.6,"1,301",180,137,223,137 to 223,13.8,10.5,17.1,10.5 to 17.1,989,125,93,157,93 to 157,12.6,9.4,15.8,9.4 to 15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,669 ","$46,060 ","$53,278 ","$46,060 to $53,278"
2016,27,27075,Lake County (MN),"10,435",946,743,"1,149","743 to 1,149",9.1,7.2,11,7.2 to 11.0,"1,906",249,193,305,193 to 305,13.1,10.2,16,10.2 to 16.0,"1,394",158,119,197,119 to 197,11.3,8.5,14.1,8.5 to 14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$62,746 ","$58,120 ","$67,372 ","$58,120 to $67,372"
2016,27,27077,Lake of the Woods County (MN),"3,749",408,321,495,321 to 495,10.9,8.6,13.2,8.6 to 13.2,673,107,83,131,83 to 131,15.9,12.3,19.5,12.3 to 19.5,486,72,54,90,54 to 90,14.8,11,18.6,11.0 to 18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,584 ","$43,091 ","$52,077 ","$43,091 to $52,077"
2016,27,27079,Le Sueur County (MN),"27,297","2,289","1,882","2,696","1,882 to 2,696",8.4,6.9,9.9,6.9 to 9.9,"6,533",698,562,834,562 to 834,10.7,8.6,12.8,8.6 to 12.8,"4,904",476,376,576,376 to 576,9.7,7.7,11.7,7.7 to 11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$63,451 ","$58,928 ","$67,974 ","$58,928 to $67,974"
2016,27,27081,Lincoln County (MN),"5,657",721,602,840,602 to 840,12.7,10.6,14.8,10.6 to 14.8,"1,305",240,196,284,196 to 284,18.4,15,21.8,15.0 to 21.8,951,157,124,190,124 to 190,16.5,13.1,19.9,13.1 to 19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,405 ","$41,674 ","$51,136 ","$41,674 to $51,136"
2016,27,27083,Lyon County (MN),"24,733","3,167","2,721","3,613","2,721 to 3,613",12.8,11,14.6,11.0 to 14.6,"6,416",958,756,"1,160","756 to 1,160",14.9,11.7,18.1,11.7 to 18.1,"4,563",630,484,776,484 to 776,13.8,10.6,17,10.6 to 17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,989 ","$49,260 ","$56,718 ","$49,260 to $56,718"
2016,27,27085,McLeod County (MN),"35,407","2,613","2,111","3,115","2,111 to 3,115",7.4,6,8.8,6.0 to 8.8,"8,247",784,598,970,598 to 970,9.5,7.2,11.8,7.2 to 11.8,"6,089",521,389,653,389 to 653,8.6,6.4,10.8,6.4 to 10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$58,393 ","$53,980 ","$62,806 ","$53,980 to $62,806"
2016,27,27087,Mahnomen County (MN),"5,370",941,743,"1,139","743 to 1,139",17.5,13.8,21.2,13.8 to 21.2,"1,663",496,376,616,376 to 616,29.8,22.6,37,22.6 to 37.0,"1,174",340,252,428,252 to 428,29,21.5,36.5,21.5 to 36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$41,640 ","$37,582 ","$45,698 ","$37,582 to $45,698"
2016,27,27089,Marshall County (MN),"9,230",903,723,"1,083","723 to 1,083",9.8,7.8,11.8,7.8 to 11.8,"2,091",268,207,329,207 to 329,12.8,9.9,15.7,9.9 to 15.7,"1,514",179,135,223,135 to 223,11.8,8.9,14.7,8.9 to 14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,651 ","$49,256 ","$60,046 ","$49,256 to $60,046"
2016,27,27091,Martin County (MN),"19,519","2,363","1,934","2,792","1,934 to 2,792",12.1,9.9,14.3,9.9 to 14.3,"4,217",737,560,914,560 to 914,17.5,13.3,21.7,13.3 to 21.7,"3,120",481,349,613,349 to 613,15.4,11.2,19.6,11.2 to 19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,326 ","$44,569 ","$52,083 ","$44,569 to $52,083"
2016,27,27093,Meeker County (MN),"22,737","1,604","1,228","1,980","1,228 to 1,980",7.1,5.4,8.8,5.4 to 8.8,"5,525",551,412,690,412 to 690,10,7.5,12.5,7.5 to 12.5,"4,078",378,278,478,278 to 478,9.3,6.8,11.8,6.8 to 11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$61,374 ","$58,197 ","$64,551 ","$58,197 to $64,551"
2016,27,27095,Mille Lacs County (MN),"25,238","3,047","2,532","3,562","2,532 to 3,562",12.1,10.1,14.1,10.1 to 14.1,"5,927","1,024",803,"1,245","803 to 1,245",17.3,13.6,21,13.6 to 21.0,"4,320",718,558,878,558 to 878,16.6,12.9,20.3,12.9 to 20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$53,407 ","$49,855 ","$56,959 ","$49,855 to $56,959"
2016,27,27097,Morrison County (MN),"32,409","3,871","3,278","4,464","3,278 to 4,464",11.9,10.1,13.7,10.1 to 13.7,"7,613","1,228",984,"1,472","984 to 1,472",16.1,12.9,19.3,12.9 to 19.3,"5,657",775,598,952,598 to 952,13.7,10.6,16.8,10.6 to 16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,422 ","$47,805 ","$55,039 ","$47,805 to $55,039"
2016,27,27099,Mower County (MN),"38,612","5,104","4,403","5,805","4,403 to 5,805",13.2,11.4,15,11.4 to 15.0,"9,547","1,423","1,125","1,721","1,125 to 1,721",14.9,11.8,18,11.8 to 18.0,"7,003",954,735,"1,173","735 to 1,173",13.6,10.5,16.7,10.5 to 16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$53,302 ","$48,764 ","$57,840 ","$48,764 to $57,840"
2016,27,27101,Murray County (MN),"8,183",757,609,905,609 to 905,9.3,7.5,11.1,7.5 to 11.1,"1,748",222,170,274,170 to 274,12.7,9.7,15.7,9.7 to 15.7,"1,320",151,113,189,113 to 189,11.4,8.5,14.3,8.5 to 14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,373 ","$48,774 ","$55,972 ","$48,774 to $55,972"
2016,27,27103,Nicollet County (MN),"31,212","2,490","1,945","3,035","1,945 to 3,035",8,6.3,9.7,6.3 to 9.7,"7,277",776,588,964,588 to 964,10.7,8.1,13.3,8.1 to 13.3,"5,258",504,373,635,373 to 635,9.6,7.1,12.1,7.1 to 12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$66,868 ","$63,092 ","$70,644 ","$63,092 to $70,644"
2016,27,27105,Nobles County (MN),"21,472","2,500","2,037","2,963","2,037 to 2,963",11.6,9.4,13.8,9.4 to 13.8,"5,715",875,693,"1,057","693 to 1,057",15.3,12.1,18.5,12.1 to 18.5,"3,966",570,434,706,434 to 706,14.4,11,17.8,11.0 to 17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$56,069 ","$52,352 ","$59,786 ","$52,352 to $59,786"
2016,27,27107,Norman County (MN),"6,419",777,614,940,614 to 940,12.1,9.6,14.6,9.6 to 14.6,"1,485",281,217,345,217 to 345,18.9,14.6,23.2,14.6 to 23.2,"1,114",190,144,236,144 to 236,17.1,13,21.2,13.0 to 21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,572 ","$45,828 ","$53,316 ","$45,828 to $53,316"
2016,27,27109,Olmsted County (MN),"150,927","13,027","11,369","14,685","11,369 to 14,685",8.6,7.5,9.7,7.5 to 9.7,"37,275","3,684","2,995","4,373","2,995 to 4,373",9.9,8.1,11.7,8.1 to 11.7,"26,466","2,475","1,977","2,973","1,977 to 2,973",9.4,7.5,11.3,7.5 to 11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$72,511 ","$69,162 ","$75,860 ","$69,162 to $75,860"
2016,27,27111,Otter Tail County (MN),"57,008","5,976","4,939","7,013","4,939 to 7,013",10.5,8.7,12.3,8.7 to 12.3,"12,366","1,726","1,322","2,130","1,322 to 2,130",14,10.7,17.3,10.7 to 17.3,"8,959","1,184",893,"1,475","893 to 1,475",13.2,10,16.4,10.0 to 16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,252 ","$47,890 ","$54,614 ","$47,890 to $54,614"
2016,27,27113,Pennington County (MN),"13,883","1,365","1,079","1,651","1,079 to 1,651",9.8,7.7,11.9,7.7 to 11.9,"3,203",379,295,463,295 to 463,11.8,9.2,14.4,9.2 to 14.4,"2,275",258,197,319,197 to 319,11.3,8.6,14,8.6 to 14.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,724 ","$47,712 ","$57,736 ","$47,712 to $57,736"
2016,27,27115,Pine County (MN),"27,124","3,306","2,677","3,935","2,677 to 3,935",12.2,9.9,14.5,9.9 to 14.5,"5,624",960,732,"1,188","732 to 1,188",17.1,13,21.2,13.0 to 21.2,"4,250",655,491,819,491 to 819,15.4,11.5,19.3,11.5 to 19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,962 ","$47,095 ","$54,829 ","$47,095 to $54,829"
2016,27,27117,Pipestone County (MN),"8,984",975,785,"1,165","785 to 1,165",10.9,8.8,13,8.8 to 13.0,"2,283",344,260,428,260 to 428,15.1,11.4,18.8,11.4 to 18.8,"1,658",232,172,292,172 to 292,14,10.4,17.6,10.4 to 17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,050 ","$46,242 ","$55,858 ","$46,242 to $55,858"
2016,27,27119,Polk County (MN),"30,508","4,410","3,842","4,978","3,842 to 4,978",14.5,12.6,16.4,12.6 to 16.4,"7,390","1,468","1,233","1,703","1,233 to 1,703",19.9,16.7,23.1,16.7 to 23.1,"5,275",891,715,"1,067","715 to 1,067",16.9,13.6,20.2,13.6 to 20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,893 ","$45,896 ","$55,890 ","$45,896 to $55,890"
2016,27,27121,Pope County (MN),"10,873",991,781,"1,201","781 to 1,201",9.1,7.2,11,7.2 to 11.0,"2,268",274,209,339,209 to 339,12.1,9.2,15,9.2 to 15.0,"1,612",190,143,237,143 to 237,11.8,8.9,14.7,8.9 to 14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$58,892 ","$54,603 ","$63,181 ","$54,603 to $63,181"
2016,27,27123,Ramsey County (MN),"524,991","73,203","67,291","79,115","67,291 to 79,115",13.9,12.8,15,12.8 to 15.0,"124,399","25,082","22,109","28,055","22,109 to 28,055",20.2,17.8,22.6,17.8 to 22.6,"86,423","18,085","15,816","20,354","15,816 to 20,354",20.9,18.3,23.5,18.3 to 23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$60,287 ","$58,722 ","$61,852 ","$58,722 to $61,852"
2016,27,27125,Red Lake County (MN),"3,966",390,308,472,308 to 472,9.8,7.7,11.9,7.7 to 11.9,966,115,87,143,87 to 143,11.9,9,14.8,9.0 to 14.8,697,77,57,97,57 to 97,11,8.1,13.9,8.1 to 13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,625 ","$45,239 ","$56,011 ","$45,239 to $56,011"
2016,27,27127,Redwood County (MN),"14,938","1,359","1,062","1,656","1,062 to 1,656",9.1,7.1,11.1,7.1 to 11.1,"3,642",500,382,618,382 to 618,13.7,10.5,16.9,10.5 to 16.9,"2,732",342,255,429,255 to 429,12.5,9.3,15.7,9.3 to 15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,918 ","$50,675 ","$59,161 ","$50,675 to $59,161"
2016,27,27129,Renville County (MN),"14,318","1,412","1,135","1,689","1,135 to 1,689",9.9,8,11.8,8.0 to 11.8,"3,193",467,353,581,353 to 581,14.6,11,18.2,11.0 to 18.2,"2,300",320,237,403,237 to 403,13.9,10.3,17.5,10.3 to 17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$56,724 ","$52,209 ","$61,239 ","$52,209 to $61,239"
2016,27,27131,Rice County (MN),"58,426","5,673","4,599","6,747","4,599 to 6,747",9.7,7.9,11.5,7.9 to 11.5,"14,051","1,744","1,408","2,080","1,408 to 2,080",12.4,10,14.8,10.0 to 14.8,"10,426","1,149",911,"1,387","911 to 1,387",11,8.7,13.3,8.7 to 13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$67,726 ","$63,463 ","$71,989 ","$63,463 to $71,989"
2016,27,27133,Rock County (MN),"9,310",877,696,"1,058","696 to 1,058",9.4,7.5,11.3,7.5 to 11.3,"2,374",271,209,333,209 to 333,11.4,8.8,14,8.8 to 14.0,"1,797",177,133,221,133 to 221,9.8,7.4,12.2,7.4 to 12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$57,518 ","$51,944 ","$63,092 ","$51,944 to $63,092"
2016,27,27135,Roseau County (MN),"15,390","1,204",947,"1,461","947 to 1,461",7.8,6.1,9.5,6.1 to 9.5,"3,720",409,314,504,314 to 504,11,8.4,13.6,8.4 to 13.6,"2,767",278,209,347,209 to 347,10,7.5,12.5,7.5 to 12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$55,879 ","$52,992 ","$58,766 ","$52,992 to $58,766"
2016,27,27137,St. Louis County (MN),"192,086","28,177","25,550","30,804","25,550 to 30,804",14.7,13.3,16.1,13.3 to 16.1,"37,102","6,175","5,188","7,162","5,188 to 7,162",16.6,13.9,19.3,13.9 to 19.3,"26,883","3,957","3,222","4,692","3,222 to 4,692",14.7,12,17.4,12.0 to 17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,156 ","$47,732 ","$52,580 ","$47,732 to $52,580"
2016,27,27139,Scott County (MN),"142,052","7,784","6,549","9,019","6,549 to 9,019",5.5,4.6,6.4,4.6 to 6.4,"39,897","2,641","2,135","3,147","2,135 to 3,147",6.6,5.3,7.9,5.3 to 7.9,"29,695","1,723","1,360","2,086","1,360 to 2,086",5.8,4.6,7,4.6 to 7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$91,046 ","$85,631 ","$96,461 ","$85,631 to $96,461"
2016,27,27141,Sherburne County (MN),"91,104","5,703","4,712","6,694","4,712 to 6,694",6.3,5.2,7.4,5.2 to 7.4,"24,630","1,792","1,435","2,149","1,435 to 2,149",7.3,5.9,8.7,5.9 to 8.7,"18,250","1,148",901,"1,395","901 to 1,395",6.3,4.9,7.7,4.9 to 7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$83,304 ","$79,343 ","$87,265 ","$79,343 to $87,265"
2016,27,27143,Sibley County (MN),"14,613","1,328","1,059","1,597","1,059 to 1,597",9.1,7.3,10.9,7.3 to 10.9,"3,432",417,323,511,323 to 511,12.2,9.5,14.9,9.5 to 14.9,"2,598",271,204,338,204 to 338,10.4,7.8,13,7.8 to 13.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$60,978 ","$57,299 ","$64,657 ","$57,299 to $64,657"
2016,27,27145,Stearns County (MN),"148,851","17,429","15,338","19,520","15,338 to 19,520",11.7,10.3,13.1,10.3 to 13.1,"34,933","4,393","3,615","5,171","3,615 to 5,171",12.6,10.4,14.8,10.4 to 14.8,"25,073","2,851","2,278","3,424","2,278 to 3,424",11.4,9.1,13.7,9.1 to 13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$57,881 ","$55,341 ","$60,421 ","$55,341 to $60,421"
2016,27,27147,Steele County (MN),"36,286","3,315","2,711","3,919","2,711 to 3,919",9.1,7.4,10.8,7.4 to 10.8,"9,131","1,118",877,"1,359","877 to 1,359",12.2,9.6,14.8,9.6 to 14.8,"6,740",744,567,921,567 to 921,11,8.4,13.6,8.4 to 13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$60,619 ","$57,159 ","$64,079 ","$57,159 to $64,079"
2016,27,27149,Stevens County (MN),"8,723",969,763,"1,175","763 to 1,175",11.1,8.7,13.5,8.7 to 13.5,"2,006",194,145,243,145 to 243,9.7,7.3,12.1,7.3 to 12.1,"1,416",123,90,156,90 to 156,8.7,6.4,11,6.4 to 11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$58,179 ","$52,114 ","$64,244 ","$52,114 to $64,244"
2016,27,27151,Swift County (MN),"9,248",942,745,"1,139","745 to 1,139",10.2,8.1,12.3,8.1 to 12.3,"2,110",311,233,389,233 to 389,14.7,11,18.4,11.0 to 18.4,"1,537",208,153,263,153 to 263,13.5,9.9,17.1,9.9 to 17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,954 ","$46,084 ","$55,824 ","$46,084 to $55,824"
2016,27,27153,Todd County (MN),"23,905","2,978","2,418","3,538","2,418 to 3,538",12.5,10.2,14.8,10.2 to 14.8,"5,664","1,042",808,"1,276","808 to 1,276",18.4,14.3,22.5,14.3 to 22.5,"4,056",692,516,868,516 to 868,17.1,12.8,21.4,12.8 to 21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,255 ","$42,051 ","$50,459 ","$42,051 to $50,459"
2016,27,27155,Traverse County (MN),"3,249",414,319,509,319 to 509,12.7,9.8,15.6,9.8 to 15.6,672,138,105,171,105 to 171,20.5,15.5,25.5,15.5 to 25.5,507,96,71,121,71 to 121,18.9,14.1,23.7,14.1 to 23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,416 ","$45,422 ","$55,410 ","$45,422 to $55,410"
2016,27,27157,Wabasha County (MN),"21,031","1,595","1,266","1,924","1,266 to 1,924",7.6,6,9.2,6.0 to 9.2,"4,616",458,347,569,347 to 569,9.9,7.5,12.3,7.5 to 12.3,"3,428",314,233,395,233 to 395,9.2,6.8,11.6,6.8 to 11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$63,115 ","$58,624 ","$67,606 ","$58,624 to $67,606"
2016,27,27159,Wadena County (MN),"13,325","1,952","1,590","2,314","1,590 to 2,314",14.6,11.9,17.3,11.9 to 17.3,"3,287",630,497,763,497 to 763,19.2,15.1,23.3,15.1 to 23.3,"2,363",403,302,504,302 to 504,17.1,12.8,21.4,12.8 to 21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$40,963 ","$38,517 ","$43,409 ","$38,517 to $43,409"
2016,27,27161,Waseca County (MN),"17,834","1,661","1,310","2,012","1,310 to 2,012",9.3,7.3,11.3,7.3 to 11.3,"4,368",548,419,677,419 to 677,12.5,9.6,15.4,9.6 to 15.4,"3,248",361,266,456,266 to 456,11.1,8.2,14,8.2 to 14.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$53,383 ","$50,378 ","$56,388 ","$50,378 to $56,388"
2016,27,27163,Washington County (MN),"249,721","11,304","9,545","13,063","9,545 to 13,063",4.5,3.8,5.2,3.8 to 5.2,"62,179","3,294","2,588","4,000","2,588 to 4,000",5.3,4.2,6.4,4.2 to 6.4,"46,878","2,194","1,699","2,689","1,699 to 2,689",4.7,3.6,5.8,3.6 to 5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$90,755 ","$87,006 ","$94,504 ","$87,006 to $94,504"
2016,27,27165,Watonwan County (MN),"10,737","1,216",986,"1,446","986 to 1,446",11.3,9.2,13.4,9.2 to 13.4,"2,581",425,332,518,332 to 518,16.5,12.9,20.1,12.9 to 20.1,"1,832",286,218,354,218 to 354,15.6,11.9,19.3,11.9 to 19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,482 ","$44,145 ","$54,819 ","$44,145 to $54,819"
2016,27,27167,Wilkin County (MN),"6,189",553,426,680,426 to 680,8.9,6.8,11,6.8 to 11.0,"1,380",164,124,204,124 to 204,11.9,9,14.8,9.0 to 14.8,"1,036",112,83,141,83 to 141,10.8,8,13.6,8.0 to 13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,373 ","$48,589 ","$60,157 ","$48,589 to $60,157"
2016,27,27169,Winona County (MN),"46,901","5,416","4,479","6,353","4,479 to 6,353",11.5,9.5,13.5,9.5 to 13.5,"9,105","1,068",809,"1,327","809 to 1,327",11.7,8.9,14.5,8.9 to 14.5,"6,663",718,531,905,531 to 905,10.8,8,13.6,8.0 to 13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$56,499 ","$52,704 ","$60,294 ","$52,704 to $60,294"
2016,27,27171,Wright County (MN),"131,282","6,912","5,575","8,249","5,575 to 8,249",5.3,4.3,6.3,4.3 to 6.3,"37,034","2,093","1,617","2,569","1,617 to 2,569",5.7,4.4,7,4.4 to 7.0,"27,578","1,417","1,084","1,750","1,084 to 1,750",5.1,3.9,6.3,3.9 to 6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$76,256 ","$71,074 ","$81,438 ","$71,074 to $81,438"
2016,27,27173,Yellow Medicine County (MN),"9,706",963,756,"1,170","756 to 1,170",9.9,7.8,12,7.8 to 12.0,"2,251",317,241,393,241 to 393,14.1,10.7,17.5,10.7 to 17.5,"1,645",215,159,271,159 to 271,13.1,9.7,16.5,9.7 to 16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$55,690 ","$50,689 ","$60,691 ","$50,689 to $60,691"
